x,y
0.249264,0.689023
-0.277962,0.622038
-0.077653,0.967138
-0.248642,0.690428
0.475221,0.115388
0.249064,0.689475
0.149079,0.881828
0.044528,0.989128
-0.489051,0.081449
-0.450940,0.176463
0.247430,0.693161
-0.141091,0.893779
-0.283737,0.608094
0.434541,0.218580
-0.330722,0.490216
0.000860,0.999996
0.027354,0.995889
-0.382845,0.353952
0.425518,0.241982
-0.157624,0.868418
-0.146559,0.885660
-0.239876,0.709999
0.311509,0.539249
-0.209176,0.774826
-0.319124,0.519931
-0.226565,0.738847
-0.273963,0.631609
0.371631,0.383480
-0.498828,0.057889
0.392862,0.327564
0.465927,0.138558
-0.194047,0.804420
0.121382,0.920761
-0.228810,0.734058
0.273052,0.633780
-0.281263,0.614084
-0.267778,0.646268
0.266823,0.648516
0.448273,0.183271
0.137012,0.899660
0.001441,0.999989
-0.255665,0.674441
0.045936,0.988431
-0.458718,0.156712
0.493595,0.070453
0.425999,0.240730
0.403533,0.299494
-0.054465,0.983758
0.021529,0.997452
-0.228599,0.734510
-0.049565,0.986539
0.246300,0.695700
0.014857,0.998786
-0.191781,0.808708
-0.435426,0.216292
0.167191,0.852656
-0.184273,0.822634
-0.285034,0.604943
-0.100638,0.945148
-0.124261,0.917048
0.380152,0.361045
0.226519,0.738947
-0.168029,0.851239
0.321979,0.512647
0.022327,0.997260
0.343084,0.458221
-0.061822,0.979102
0.386996,0.343015
-0.028355,0.995583
0.078786,0.966182
-0.046899,0.987943
0.167581,0.851999
-0.493685,0.070236
-0.155605,0.871643
0.379188,0.363585
-0.091031,0.954995
-0.027713,0.995781
0.176822,0.836019
0.184314,0.822558
-0.492847,0.072258
-0.498531,0.058599
0.335549,0.477761
-0.379987,0.361480
-0.296290,0.577318
0.152291,0.876862
-0.457115,0.160770
0.284594,0.606013
0.425207,0.242791
-0.402799,0.301424
0.025501,0.996427
0.312169,0.537582
0.211895,0.769335
0.377474,0.368098
-0.166297,0.854162
0.325383,0.503936
-0.093707,0.952345
-0.018710,0.998076
-0.409292,0.284376
0.185396,0.820579
-0.435586,0.215878
0.038062,0.992049
0.292770,0.586009
-0.166778,0.853354
0.462243,0.147818
-0.303687,0.558909
0.147622,0.884050
0.143353,0.890454
-0.123939,0.917467
-0.455551,0.164735
-0.016249,0.998548
0.234775,0.721182
0.433869,0.220316
0.432144,0.224783
-0.410677,0.280747
0.496270,0.064017
0.479728,0.104256
0.157033,0.869366
-0.221932,0.748630
0.030156,0.995005
-0.308243,0.547482
-0.122820,0.918917
-0.230190,0.731098
0.359618,0.415038
0.293399,0.584458
0.086916,0.958925
-0.428159,0.235119
-0.135503,0.901796
0.298057,0.572938
-0.080508,0.964702
-0.228794,0.734093
0.490963,0.076813
0.215280,0.762427
0.432179,0.224691
-0.165967,0.854717
-0.016438,0.998514
-0.415180,0.268956
-0.007571,0.999685
-0.285755,0.603188
0.166255,0.854234
-0.034442,0.993487
0.155192,0.872299
0.251462,0.684042
-0.267692,0.646472
0.466129,0.138054
-0.222639,0.747145
0.060304,0.980110
0.051131,0.985678
0.216022,0.760903
0.165263,0.855895
0.077017,0.967669
-0.447269,0.185837
0.053254,0.984469
-0.074244,0.969937
-0.412826,0.275117
-0.139400,0.896235
-0.131602,0.907222
-0.327584,0.498289
-0.392100,0.329573
-0.302330,0.562300
-0.020137,0.997771
-0.187665,0.816396
-0.387152,0.342604
-0.076890,0.967775
-0.346306,0.449836
0.280447,0.616054
-0.247359,0.693320
-0.242896,0.703306
