x,y
6.707291,1.135507
7.675831,-0.199369
7.416766,0.302764
7.970864,-0.747031
3.289547,-0.878126
7.708178,-0.262651
2.222731,-1.353970
3.460817,-0.751956
3.158588,-0.985713
5.695309,0.277606
6.432066,1.100486
5.117235,-0.367247
5.344415,-0.162041
5.600012,0.148298
7.807196,-0.453041
4.468012,-0.553078
7.616754,-0.083239
7.587117,-0.024972
4.302050,-0.545427
5.755047,0.360279
5.395563,-0.105714
2.190871,-1.336899
5.813669,0.441651
6.674201,1.142541
6.378300,1.070161
6.333018,1.039281
2.582068,-1.378257
4.361510,-0.548581
3.879719,-0.565522
7.062334,0.865441
7.660918,-0.170095
2.413941,-1.403691
5.464732,-0.024463
3.895351,-0.562296
4.333713,-0.547104
2.832628,-1.246358
2.074001,-1.252376
4.463040,-0.552942
2.008887,-1.190535
3.542208,-0.700817
7.331993,0.456314
7.623939,-0.097375
6.131071,0.850012
2.680144,-1.337995
3.741553,-0.605468
4.665575,-0.546581
4.902592,-0.488150
6.527033,1.136074
5.774772,0.387672
5.046042,-0.415237
5.830785,0.465336
4.302854,-0.545468
2.501601,-1.397860
7.203282,0.669252
6.164703,0.886671
4.809546,-0.519455
2.543867,-1.389177
2.595191,-1.373861
7.790588,-0.421581
4.740084,-0.535489
7.037746,0.895008
6.421955,1.095326
4.227316,-0.542014
7.736363,-0.317453
6.699655,1.137411
7.307938,0.498160
6.419127,1.093838
6.853469,1.066665
2.121827,-1.291115
5.901781,0.562574
4.202793,-0.541216
3.089110,-1.044191
4.491734,-0.553582
5.183629,-0.315333
2.254098,-1.368283
3.297925,-0.871486
4.378411,-0.549452
3.417306,-0.781849
5.084006,-0.390637
4.203978,-0.541249
5.190255,-0.309776
2.961634,-1.149343
2.350623,-1.397027
7.438956,0.261243
2.211841,-1.348422
2.438547,-1.403775
7.213362,0.653627
7.225829,0.634034
7.370756,0.387193
4.677412,-0.545203
6.543415,1.139783
2.347987,-1.396544
7.319682,0.477835
5.902335,0.563325
5.859941,0.505503
3.808329,-0.583540
6.197615,0.920741
3.149531,-0.993323
5.942632,0.617375
6.576040,1.144974
5.370596,-0.133630
3.060252,-1.068405
3.816501,-0.581197
5.770730,0.382058
6.902637,1.029845
2.190626,-1.336757
3.124489,-1.014401
6.774611,1.111436
6.003519,0.696729
7.749458,-0.342772
4.318582,-0.546296
4.723340,-0.538501
4.737499,-0.535975
5.323407,-0.184175
7.188394,0.691969
4.547809,-0.553635
6.578269,1.145220
4.192642,-0.540949
6.419364,1.093963
5.755351,0.360702
2.890671,-1.204386
5.958971,0.638973
2.390098,-1.402285
2.418217,-1.403804
2.620455,-1.364507
5.595743,0.142621
4.471195,-0.553160
7.632816,-0.114841
6.605286,1.147106
2.761496,-1.292913
2.935360,-1.170126
3.002491,-1.116274
6.693776,1.138761
5.693834,0.275575
4.452246,-0.552614
5.854800,0.498441
7.050341,0.880047
6.915952,1.018720
2.290379,-1.381775
5.252653,-0.254169
6.830454,1.081565
2.524777,-1.393553
5.356182,-0.149383
6.368604,1.063950
7.359541,0.407394
6.800685,1.098601
2.002887,-1.184317
4.881272,-0.496380
4.590530,-0.552348
6.797620,1.100212
4.545254,-0.553673
7.332312,0.455754
2.070419,-1.249245
2.045638,-1.226716
3.717961,-0.614419
7.154322,0.742273
3.811681,-0.582570
6.616256,1.147284
5.039127,-0.419475
6.682477,1.141078
6.263107,0.982690
6.167717,0.889867
5.256541,-0.250510
6.312511,1.023768
5.669861,0.242671
7.425399,0.286667
4.928477,-0.477278
3.390671,-0.800942
5.782239,0.398044
6.407437,1.087474
6.372044,1.066179
2.848728,-1.235038
6.767651,1.114532
2.616498,-1.366048
6.931728,1.004911
3.791450,-0.588611
5.238792,-0.267027
7.043662,0.888029
5.587932,0.132266
7.023098,0.911914
5.559166,0.094509
7.400293,0.333263
4.809429,-0.519487
4.343698,-0.547638
4.113942,-0.540518
2.205428,-1.345016
6.375630,1.068473
3.832370,-0.576859
2.544374,-1.389051
7.456144,0.228768
6.651135,1.145580
3.474152,-0.743136
4.883037,-0.495723
6.942464,0.995128
4.677491,-0.545194
2.173135,-1.326285
6.158517,0.880064
5.209476,-0.293276
6.973910,0.964697
4.518540,-0.553827
5.220517,-0.283543
2.943956,-1.163373
2.149150,-1.310670
3.643241,-0.646945
2.771540,-1.286710
4.962146,-0.461658
2.214396,-1.349750
4.060567,-0.542293
4.544430,-0.553684
5.279344,-0.228609
5.888176,0.544107
6.164268,0.886208
7.293262,0.523262
5.176165,-0.321511
2.287730,-1.380901
7.265830,0.569263
5.684269,0.262422
3.401101,-0.793397
3.057206,-1.070952
7.701881,-0.250360
3.837473,-0.575522
2.755107,-1.296791
7.923955,-0.666265
5.581452,0.123708
4.719245,-0.539190
2.496366,-1.398678
3.199972,-0.951123
7.178193,0.707279
